OrderID,CustomerID,PlatformID,ZoneID,OrderStatus,OrderDate,OrderTime,Subtotal_EGP,DeliveryFee_EGP,PlatformCommissionPercent,PlatformCommissionAmount_EGP,Tip_EGP,IsCOD,WasCODRefused
3011,74,1,5,Delivered,2025-12-18,2025-12-18 20:40:37,466.83,22.0,24.88,116.15,20,1,0
3012,37,1,9,Rejected,2025-04-01,2025-04-01 20:48:08,722.45,42.0,21.98,158.79,0,0,
3013,152,2,22,Delivered,2024-10-30,2024-10-30 13:58:24,674.61,22.0,16.45,110.97,0,1,0
3014,192,4,7,Delivered,2025-05-08,2025-05-08 00:24:03,181.56,25.0,12.78,23.2,0,1,0
3015,99,1,6,Delivered,2025-05-26,2025-05-26 20:05:37,143.82,30.0,20.48,29.45,10,0,
3016,89,1,5,Delivered,2025-08-27,2025-08-27 21:08:44,376.38,22.0,24.48,92.14,0,1,0
3017,345,1,6,Delivered,2025-03-27,2025-03-27 17:59:40,612.77,30.0,24.72,151.48,30,0,
3018,182,4,14,Cancelled,2025-09-04,2025-09-04 17:40:16,515.57,25.0,13.59,70.07,0,1,0
3019,168,1,18,Refunded,2025-02-06,2025-02-06 22:23:23,164.45,20.0,23.89,39.29,0,1,1
3020,342,1,1,Delivered,2024-12-18,2024-12-18 23:26:50,215.45,30.0,22.07,47.55,30,1,0
3021,57,5,22,Pending,2024-04-01,2024-04-01 17:58:32,703.34,22.0,0.0,0.0,20,0,
3022,18,2,28,Delivered,2025-07-31,2025-07-31 23:23:03,414.78,20.0,16.1,66.78,10,0,
3023,225,1,5,Delivered,2024-10-17,2024-10-17 12:35:49,248.41,22.0,20.72,51.47,0,1,0
3024,426,2,1,Delivered,2025-10-21,2025-10-21 19:32:44,695.04,30.0,17.73,123.23,50,1,0
3025,424,3,9,Delivered,2024-08-27,2024-08-27 22:51:29,455.83,42.0,16.58,75.58,0,0,
3026,127,3,22,Delivered,2024-05-12,2024-05-12 22:20:39,661.82,22.0,18.68,123.63,0,1,0
3027,445,2,11,Refunded,2025-10-10,2025-10-10 19:47:21,601.93,28.0,15.45,93.0,0,1,0
3028,173,1,7,Delivered,2025-07-03,2025-07-03 16:47:37,331.33,25.0,22.44,74.35,15,1,0
3029,485,5,12,Delivered,2024-11-02,2024-11-02 20:53:33,212.8,27.0,0.0,0.0,30,0,
3030,7,1,6,Delivered,2024-09-21,2024-09-21 09:15:50,411.59,30.0,22.86,94.09,0,0,
3031,447,1,26,Delivered,2024-04-30,2024-04-30 09:48:36,508.37,22.0,20.43,103.86,0,1,0
3032,55,2,5,Pending,2024-09-02,2024-09-02 19:47:34,490.73,22.0,17.12,84.01,0,1,0
3033,24,1,1,Delivered,2025-05-03,2025-05-03 19:45:55,516.42,30.0,22.88,118.16,0,0,
3034,379,1,14,Delivered,2025-06-04,2025-06-04 14:06:42,200.86,25.0,23.34,46.88,0,1,0
3035,210,1,2,Delivered,2024-10-23,2024-10-23 13:04:16,312.26,28.0,20.71,64.67,25,1,0
3036,131,1,14,Delivered,2025-02-24,2025-02-24 14:11:37,365.56,25.0,21.16,77.35,10,0,
3037,317,1,28,Delivered,2025-01-12,2025-01-12 21:46:21,560.78,20.0,21.33,119.61,0,0,
3038,57,1,22,Delivered,2025-07-21,2025-07-21 23:47:59,638.68,22.0,21.82,139.36,50,0,
3039,156,4,2,Delivered,2024-07-12,2024-07-12 22:31:26,158.5,28.0,12.79,20.27,20,1,0
3040,206,3,5,Delivered,2024-07-18,2024-07-18 19:45:52,422.7,22.0,16.58,70.08,50,1,0
3041,247,2,6,Delivered,2024-10-15,2024-10-15 21:05:13,347.77,30.0,16.53,57.49,20,1,0
3042,462,1,35,Delivered,2024-07-26,2024-07-26 13:36:37,632.53,38.0,20.72,131.06,0,1,0
3043,420,1,2,Delivered,2025-03-30,2025-03-30 17:58:20,634.36,28.0,24.14,153.13,0,0,
3044,391,4,20,Rejected,2024-11-28,2024-11-28 14:58:16,130.53,22.0,12.1,15.79,20,1,0
3045,265,4,35,Delivered,2024-01-31,2024-01-31 19:53:06,766.5,38.0,13.85,106.16,0,0,
3046,22,2,28,Refunded,2024-01-22,2024-01-22 20:53:57,277.44,20.0,15.27,42.37,5,1,0
3047,435,4,30,Delivered,2024-08-28,2024-08-28 19:40:42,301.31,20.0,13.01,39.2,0,0,
3048,233,4,12,Delivered,2025-12-27,2025-12-27 11:40:39,161.81,27.0,12.54,20.29,0,1,0
3049,319,1,6,Delivered,2025-05-15,2025-05-15 01:01:52,582.55,30.0,21.65,126.12,20,0,
3050,246,1,1,Delivered,2024-01-06,2024-01-06 23:40:44,208.54,30.0,23.15,48.28,0,1,0
3051,305,1,6,Delivered,2024-10-08,2024-10-08 19:54:47,205.11,30.0,23.74,48.69,0,1,0
3052,314,1,5,Delivered,2024-02-15,2024-02-15 22:16:42,435.4,22.0,24.77,107.85,10,1,0
3053,67,2,9,Refunded,2025-09-29,2025-09-29 22:44:59,862.43,42.0,16.25,140.14,20,1,0
3054,383,2,15,Delivered,2024-04-30,2024-04-30 09:35:43,248.45,22.0,17.64,43.83,0,0,
3055,444,2,10,Delivered,2024-03-24,2024-03-24 18:16:37,739.53,0.0,17.72,131.04,50,1,0
3056,124,1,1,Delivered,2025-11-14,2025-11-14 17:26:44,135.83,30.0,21.89,29.73,0,1,0
3057,385,2,18,Delivered,2024-11-08,2024-11-08 13:52:42,151.94,20.0,16.21,24.63,0,1,0
3058,32,5,10,Delivered,2025-10-03,2025-10-03 17:18:41,714.91,32.0,0.0,0.0,0,0,
3059,145,1,9,Delivered,2024-07-14,2024-07-14 23:32:29,872.95,42.0,20.18,176.16,0,1,0
3060,30,3,17,Delivered,2024-10-30,2024-10-30 22:38:37,146.16,20.0,15.66,22.89,50,0,
3061,73,1,1,Delivered,2025-02-21,2025-02-21 23:49:09,214.02,30.0,21.71,46.46,5,1,0
3062,44,5,4,Delivered,2025-08-15,2025-08-15 20:17:53,202.44,35.0,0.0,0.0,0,0,
3063,124,5,1,Cancelled,2025-03-20,2025-03-20 17:57:14,613.07,0.0,0.0,0.0,50,1,1
3064,172,1,24,Delivered,2024-10-14,2024-10-14 14:59:38,465.78,20.0,21.21,98.79,0,0,
3065,61,2,2,Delivered,2025-08-08,2025-08-08 13:24:00,648.58,28.0,17.93,116.29,20,1,0
3066,161,1,10,Delivered,2024-09-25,2024-09-25 23:15:52,210.03,32.0,23.18,48.68,15,1,0
3067,199,1,2,Delivered,2025-12-11,2025-12-11 19:42:54,140.97,28.0,22.54,31.77,0,1,0
3068,418,1,2,Delivered,2024-11-13,2024-11-13 14:16:06,531.18,28.0,20.72,110.06,0,1,0
3069,265,5,35,Delivered,2024-01-24,2024-01-24 20:42:36,474.31,38.0,0.0,0.0,30,0,
3070,401,1,9,Delivered,2024-12-06,2024-12-06 20:01:37,464.98,42.0,24.32,113.08,0,0,
3071,378,1,5,Delivered,2024-05-08,2024-05-08 21:00:52,382.25,22.0,22.6,86.39,25,1,0
3072,201,1,10,Delivered,2024-07-11,2024-07-11 23:33:24,312.85,32.0,22.82,71.39,25,1,0
3073,133,1,6,Delivered,2024-09-23,2024-09-23 20:00:06,213.19,30.0,21.35,45.52,15,1,0
3074,113,2,18,Delivered,2024-12-03,2024-12-03 14:08:24,476.06,20.0,15.29,72.79,10,1,0
3075,200,2,31,Delivered,2024-03-20,2024-03-20 20:39:07,446.59,20.0,17.98,80.3,0,1,0
3076,31,1,5,Delivered,2025-07-26,2025-07-26 21:45:17,350.05,22.0,24.44,85.55,0,0,
3077,80,1,2,Delivered,2024-04-16,2024-04-16 23:06:40,456.39,28.0,24.07,109.85,15,0,
3078,93,2,6,Delivered,2025-12-04,2025-12-04 00:36:30,506.92,30.0,15.97,80.96,0,1,0
3079,199,1,2,Delivered,2025-03-07,2025-03-07 17:50:55,600.93,28.0,23.62,141.94,50,0,
3080,407,1,4,Delivered,2025-04-01,2025-04-01 13:57:13,886.43,35.0,23.44,207.78,0,1,0
3081,265,1,35,Delivered,2025-09-04,2025-09-04 21:21:54,606.18,38.0,21.14,128.15,30,0,
3082,229,3,4,Delivered,2024-05-16,2024-05-16 00:52:14,720.43,35.0,19.16,138.03,50,0,
3083,165,1,10,Delivered,2024-04-22,2024-04-22 14:41:58,768.12,32.0,23.44,180.05,0,1,0
3084,330,1,13,Delivered,2024-07-01,2024-07-01 23:14:27,659.69,25.0,23.4,154.37,0,1,0
3085,17,3,6,Delivered,2024-08-23,2024-08-23 20:40:42,376.32,0.0,18.07,68.0,25,1,0
3086,398,4,7,Delivered,2024-03-11,2024-03-11 20:49:27,719.82,25.0,14.61,105.17,0,1,0
3087,340,5,6,Delivered,2025-08-17,2025-08-17 22:59:47,266.22,30.0,0.0,0.0,0,1,0
3088,166,1,12,Delivered,2025-08-01,2025-08-01 13:54:06,169.75,27.0,20.16,34.22,25,0,
3089,6,1,2,Delivered,2024-08-31,2024-08-31 23:38:24,217.92,28.0,23.46,51.12,0,0,
3090,93,5,6,Delivered,2025-06-05,2025-06-05 12:03:52,135.93,30.0,0.0,0.0,25,1,1
3091,478,5,5,Delivered,2025-06-18,2025-06-18 20:06:02,429.95,22.0,0.0,0.0,0,1,0
3092,465,2,13,Delivered,2024-05-08,2024-05-08 23:33:51,421.68,25.0,17.15,72.32,20,0,
3093,358,1,35,Delivered,2024-09-22,2024-09-22 22:49:21,358.75,38.0,20.64,74.05,0,1,0
3094,331,1,7,Delivered,2025-03-31,2025-03-31 12:06:42,991.42,25.0,21.6,214.15,0,1,1
3095,210,1,2,Delivered,2025-08-04,2025-08-04 20:22:25,605.86,28.0,23.44,142.01,0,0,
3096,190,1,9,Delivered,2024-02-29,2024-02-29 21:43:37,748.05,42.0,24.32,181.93,0,0,
3097,333,5,6,Delivered,2025-03-12,2025-03-12 17:18:43,157.75,30.0,0.0,0.0,0,0,
3098,255,1,3,Delivered,2024-04-05,2024-04-05 20:03:38,644.31,45.0,24.15,155.6,0,0,
3099,246,5,1,Delivered,2024-10-31,2024-10-31 19:19:01,395.06,30.0,0.0,0.0,0,0,
3100,269,1,9,Delivered,2024-05-01,2024-05-01 23:20:11,833.04,42.0,21.29,177.35,30,0,
3101,331,2,7,Delivered,2025-03-18,2025-03-18 17:31:02,269.33,0.0,16.78,45.19,0,1,0
3102,201,1,10,Delivered,2025-06-01,2025-06-01 23:15:50,856.35,32.0,20.6,176.41,20,0,
3103,397,2,21,Delivered,2024-03-01,2024-03-01 16:27:32,228.21,20.0,17.23,39.32,0,1,0
3104,203,1,33,Delivered,2024-04-25,2024-04-25 13:59:51,640.59,20.0,23.09,147.91,0,1,0
3105,284,1,5,Cancelled,2025-01-09,2025-01-09 00:20:25,486.41,22.0,23.48,114.21,10,1,0
3106,236,2,7,Delivered,2024-02-02,2024-02-02 22:44:06,293.88,25.0,16.93,49.75,0,0,
3107,241,2,33,Delivered,2024-10-05,2024-10-05 21:51:12,447.21,20.0,15.43,69.0,20,1,0
3108,96,3,7,Delivered,2025-03-09,2025-03-09 17:33:18,555.47,25.0,16.44,91.32,0,1,1
3109,459,4,8,Delivered,2025-04-05,2025-04-05 14:15:56,701.1,0.0,14.56,102.08,30,0,
3110,266,1,21,Delivered,2025-06-01,2025-06-01 22:00:06,665.04,20.0,23.14,153.89,20,0,
3111,257,3,7,Delivered,2024-05-16,2024-05-16 19:17:20,444.4,25.0,18.36,81.59,0,1,0
3112,31,2,5,Delivered,2024-11-05,2024-11-05 12:07:58,149.83,22.0,16.48,24.69,50,0,
3113,391,2,20,Delivered,2024-08-15,2024-08-15 17:21:19,663.23,22.0,15.16,100.55,0,1,0
3114,8,3,4,Delivered,2025-07-11,2025-07-11 23:20:42,524.43,35.0,19.78,103.73,0,0,
3115,37,2,9,Delivered,2024-02-09,2024-02-09 23:09:20,541.73,42.0,15.15,82.07,0,1,0
3116,404,1,35,Delivered,2024-11-17,2024-11-17 14:22:40,421.16,38.0,21.25,89.5,0,0,
3117,326,2,6,Delivered,2025-06-12,2025-06-12 00:11:32,160.84,30.0,17.82,28.66,0,0,
3118,217,5,7,Delivered,2025-08-15,2025-08-15 23:38:03,375.48,25.0,0.0,0.0,0,1,1
3119,461,1,32,Delivered,2025-08-03,2025-08-03 23:15:53,456.52,0.0,22.43,102.4,0,1,0
3120,107,1,1,Delivered,2024-10-12,2024-10-12 20:24:01,696.1,30.0,24.76,172.35,0,1,0
3121,201,1,10,Delivered,2024-09-25,2024-09-25 10:00:19,267.42,32.0,20.86,55.78,0,0,
3122,217,1,7,Delivered,2025-02-04,2025-02-04 10:40:46,152.84,25.0,22.02,33.66,0,1,0
3123,148,3,8,Delivered,2024-01-15,2024-01-15 13:38:52,790.52,40.0,15.01,118.66,0,1,0
3124,386,1,3,Delivered,2025-09-05,2025-09-05 21:23:07,898.41,0.0,24.72,222.09,20,0,
3125,234,1,4,Delivered,2025-03-08,2025-03-08 17:51:19,588.45,35.0,21.19,124.69,20,0,
3126,391,5,20,Delivered,2025-07-12,2025-07-12 18:08:16,492.69,22.0,0.0,0.0,0,0,
3127,232,1,27,Delivered,2024-03-21,2024-03-21 02:00:01,330.9,20.0,24.6,81.4,15,1,1
3128,280,5,2,Delivered,2025-08-19,2025-08-19 23:26:56,652.66,28.0,0.0,0.0,0,1,0
3129,140,5,17,Delivered,2025-10-03,2025-10-03 01:08:33,323.72,20.0,0.0,0.0,20,1,0
3130,136,1,5,Delivered,2024-07-13,2024-07-13 20:03:50,457.8,22.0,22.29,102.04,25,1,0
3131,430,1,22,Delivered,2024-11-08,2024-11-08 01:49:03,144.67,22.0,23.42,33.88,30,0,
3132,486,2,25,Delivered,2024-09-06,2024-09-06 17:42:12,165.65,20.0,17.25,28.57,0,1,0
3133,133,1,6,Delivered,2024-03-07,2024-03-07 21:46:11,217.05,30.0,21.23,46.08,10,0,
3134,127,1,22,Delivered,2025-06-05,2025-06-05 00:03:45,175.26,22.0,22.65,39.7,0,1,0
3135,470,1,6,Delivered,2025-10-18,2025-10-18 20:50:45,476.95,30.0,23.25,110.89,0,1,0
3136,263,1,6,Delivered,2025-04-24,2025-04-24 22:28:54,613.36,30.0,20.92,128.31,50,1,1
3137,233,2,12,Delivered,2024-04-26,2024-04-26 17:17:37,150.88,27.0,15.93,24.04,0,1,0
3138,227,1,12,Delivered,2025-01-10,2025-01-10 14:23:49,154.84,27.0,20.92,32.39,10,1,0
3139,274,1,32,Delivered,2024-08-23,2024-08-23 16:45:21,374.36,20.0,22.44,84.01,0,0,
3140,476,2,9,Delivered,2025-01-11,2025-01-11 20:52:58,218.15,42.0,15.03,32.79,20,0,
3141,57,1,22,Delivered,2025-07-14,2025-07-14 18:43:23,232.2,22.0,22.46,52.15,30,1,0
3142,166,2,12,Delivered,2024-05-29,2024-05-29 10:51:14,348.1,27.0,17.72,61.68,0,1,0
3143,112,4,10,Delivered,2025-03-22,2025-03-22 17:50:12,521.08,32.0,13.62,70.97,0,0,
3144,445,3,11,Delivered,2025-03-05,2025-03-05 14:13:09,638.8,0.0,17.36,110.9,0,1,0
3145,254,1,3,Delivered,2025-03-14,2025-03-14 21:59:34,570.73,45.0,22.35,127.56,0,0,
3146,331,1,7,Delivered,2025-03-13,2025-03-13 03:09:13,197.58,25.0,21.97,43.41,0,1,1
3147,99,5,6,Delivered,2025-01-05,2025-01-05 22:59:04,165.3,30.0,0.0,0.0,10,1,0
3148,80,1,2,Delivered,2024-05-11,2024-05-11 10:00:06,169.81,28.0,22.62,38.41,0,0,
3149,455,5,10,Delivered,2025-12-03,2025-12-03 20:21:32,801.86,32.0,0.0,0.0,0,0,
3150,195,1,28,Delivered,2025-10-24,2025-10-24 17:56:27,591.05,20.0,24.29,143.57,30,1,1
3151,48,1,5,Pending,2024-02-27,2024-02-27 13:34:49,124.1,22.0,24.53,30.44,0,1,0
3152,180,1,5,Delivered,2025-02-28,2025-02-28 20:22:49,173.64,22.0,22.64,39.31,0,1,1
3153,280,2,2,Delivered,2025-06-07,2025-06-07 10:18:17,583.04,28.0,16.36,95.39,20,1,0
3154,331,3,7,Delivered,2025-12-06,2025-12-06 19:08:30,173.44,25.0,19.53,33.87,0,1,0
3155,305,1,6,Delivered,2025-10-31,2025-10-31 13:12:58,235.81,30.0,22.81,53.79,0,1,0
3156,324,2,5,Delivered,2024-06-23,2024-06-23 20:08:37,315.92,22.0,17.81,56.27,30,0,
3157,70,1,6,Refunded,2024-01-18,2024-01-18 12:34:10,292.65,30.0,23.84,69.77,25,1,1
3158,338,1,4,Cancelled,2025-07-11,2025-07-11 23:26:41,759.13,35.0,23.32,177.03,0,0,
3159,268,1,10,Delivered,2024-03-01,2024-03-01 14:16:33,269.91,32.0,24.72,66.72,0,0,
3160,192,1,7,Delivered,2025-01-05,2025-01-05 20:42:55,475.57,25.0,21.16,100.63,0,1,0
3161,133,5,6,Delivered,2025-11-12,2025-11-12 20:50:10,641.32,30.0,0.0,0.0,0,1,0
3162,128,1,12,Delivered,2025-06-12,2025-06-12 22:20:59,583.86,27.0,22.02,128.57,0,1,0
3163,284,3,5,Delivered,2024-11-06,2024-11-06 20:57:29,282.46,22.0,15.93,45.0,10,1,1
3164,218,1,2,Delivered,2025-09-25,2025-09-25 13:26:29,267.14,28.0,21.37,57.09,0,1,0
3165,76,1,15,Delivered,2024-10-19,2024-10-19 09:34:26,402.6,22.0,24.78,99.76,0,1,0
3166,137,4,16,Delivered,2025-12-15,2025-12-15 13:29:03,507.15,20.0,12.4,62.89,30,1,0
3167,96,2,7,Delivered,2025-05-09,2025-05-09 17:09:46,194.76,25.0,15.24,29.68,30,0,
3168,288,1,8,Delivered,2025-06-08,2025-06-08 20:29:39,895.22,40.0,20.15,180.39,50,0,
3169,347,2,2,Cancelled,2025-10-16,2025-10-16 00:33:06,421.0,28.0,15.48,65.17,0,1,0
3170,46,3,4,Delivered,2025-09-11,2025-09-11 15:59:48,730.39,35.0,15.46,112.92,0,0,
3171,182,3,14,Delivered,2024-05-23,2024-05-23 00:53:06,383.82,25.0,16.85,64.67,25,0,
3172,426,5,1,Delivered,2024-01-26,2024-01-26 22:19:33,580.42,30.0,0.0,0.0,50,1,0
3173,195,3,28,Delivered,2024-04-02,2024-04-02 17:19:15,583.02,0.0,19.26,112.29,0,1,0
3174,185,4,24,Delivered,2024-02-18,2024-02-18 20:11:11,342.72,20.0,14.53,49.8,0,1,1
3175,271,3,5,Delivered,2025-07-20,2025-07-20 12:14:05,410.69,22.0,19.65,80.7,0,1,1
3176,212,5,10,Delivered,2024-08-03,2024-08-03 23:09:19,254.35,32.0,0.0,0.0,30,0,
3177,376,1,9,Delivered,2025-05-22,2025-05-22 21:18:54,273.51,42.0,20.29,55.5,0,1,0
3178,337,1,6,Delivered,2024-04-11,2024-04-11 15:26:02,281.52,30.0,20.26,57.04,0,1,0
3179,170,5,2,Delivered,2024-03-27,2024-03-27 18:20:41,487.44,0.0,0.0,0.0,0,1,0
3180,263,3,6,Delivered,2024-09-06,2024-09-06 20:49:42,163.88,0.0,15.4,25.24,10,1,0
3181,437,1,4,Refunded,2024-02-19,2024-02-19 23:19:44,485.5,35.0,23.51,114.14,0,0,
3182,210,1,2,Delivered,2025-01-18,2025-01-18 14:47:39,561.78,28.0,20.57,115.56,30,1,0
3183,141,1,7,Delivered,2025-03-16,2025-03-16 17:26:02,287.77,25.0,20.62,59.34,20,1,0
3184,315,1,10,Delivered,2024-07-12,2024-07-12 13:37:21,422.39,32.0,24.23,102.35,5,0,
3185,231,1,10,Delivered,2024-04-12,2024-04-12 12:05:16,922.85,32.0,20.25,186.88,0,1,0
3186,179,3,12,Delivered,2025-11-13,2025-11-13 22:31:01,450.59,27.0,17.98,81.02,30,1,0
3187,214,1,16,Delivered,2024-07-13,2024-07-13 23:46:37,149.32,20.0,20.97,31.31,20,1,0
3188,236,1,7,Delivered,2024-03-11,2024-03-11 22:28:58,203.32,0.0,23.79,48.37,0,1,0
3189,18,2,28,Delivered,2024-12-27,2024-12-27 13:18:41,161.1,20.0,17.86,28.77,0,1,0
3190,366,1,5,Delivered,2024-06-03,2024-06-03 10:33:42,237.73,22.0,21.33,50.71,20,1,0
3191,273,4,5,Delivered,2024-06-25,2024-06-25 11:41:15,369.36,22.0,13.09,48.35,25,1,0
3192,246,1,1,Delivered,2025-09-27,2025-09-27 21:45:49,585.95,30.0,22.53,132.01,0,1,0
3193,470,1,6,Delivered,2025-09-25,2025-09-25 15:02:58,605.42,30.0,22.16,134.16,30,1,0
3194,281,1,4,Delivered,2025-12-25,2025-12-25 14:33:45,569.01,35.0,20.21,115.0,0,0,
3195,323,1,15,Delivered,2025-04-03,2025-04-03 23:58:07,294.18,22.0,20.2,59.42,0,0,
3196,486,2,25,Delivered,2025-09-02,2025-09-02 21:20:34,414.42,20.0,17.57,72.81,5,0,
3197,84,1,16,Delivered,2025-03-05,2025-03-05 18:44:15,583.11,20.0,23.91,139.42,50,1,0
3198,140,1,17,Delivered,2024-02-05,2024-02-05 22:13:08,273.9,20.0,21.13,57.88,0,0,
3199,246,1,1,Delivered,2024-10-19,2024-10-19 14:49:58,279.62,30.0,23.88,66.77,0,1,0
3200,145,1,9,Delivered,2024-10-16,2024-10-16 22:31:39,563.18,42.0,20.75,116.86,0,0,
3201,382,3,4,Cancelled,2024-03-27,2024-03-27 21:47:45,361.0,35.0,16.33,58.95,0,0,
3202,64,1,11,Delivered,2024-02-08,2024-02-08 22:27:07,697.26,28.0,20.2,140.85,30,1,0
3203,138,5,2,Delivered,2024-01-06,2024-01-06 12:13:04,217.63,28.0,0.0,0.0,10,1,0
3204,101,1,5,Cancelled,2024-04-05,2024-04-05 17:05:37,156.53,22.0,24.04,37.63,0,1,0
3205,110,1,15,Delivered,2025-04-11,2025-04-11 12:12:56,228.08,22.0,20.92,47.71,0,1,0
3206,165,5,10,Delivered,2025-06-04,2025-06-04 20:52:55,751.64,32.0,0.0,0.0,0,1,1
3207,490,1,24,Delivered,2024-03-29,2024-03-29 10:21:41,173.63,20.0,21.96,38.13,0,1,0
3208,192,1,7,Delivered,2025-06-25,2025-06-25 23:21:13,396.12,25.0,22.0,87.15,0,1,0
3209,461,3,32,Delivered,2025-02-14,2025-02-14 21:09:17,571.85,20.0,19.86,113.57,0,1,1
3210,135,1,5,Cancelled,2024-06-07,2024-06-07 15:33:23,148.54,22.0,21.5,31.94,20,1,0
3211,303,2,5,Rejected,2024-08-29,2024-08-29 23:22:39,486.1,22.0,16.09,78.21,0,1,1
3212,231,1,10,Delivered,2024-03-12,2024-03-12 13:15:47,397.24,0.0,23.75,94.34,0,1,0
3213,238,1,32,Delivered,2024-06-20,2024-06-20 17:52:26,174.34,20.0,23.83,41.55,0,1,0
3214,203,2,33,Delivered,2025-04-06,2025-04-06 22:56:50,279.55,20.0,15.21,42.52,0,1,0
3215,181,5,17,Delivered,2025-05-26,2025-05-26 22:37:23,286.46,20.0,0.0,0.0,0,1,0
3216,411,1,7,Delivered,2025-03-23,2025-03-23 18:41:13,761.75,25.0,24.88,189.52,0,1,0
3217,402,1,3,Delivered,2025-07-19,2025-07-19 14:07:54,530.35,45.0,22.28,118.16,30,0,
3218,323,1,15,Refunded,2024-10-03,2024-10-03 19:00:38,163.51,22.0,20.14,32.93,0,1,0
3219,122,4,19,Delivered,2024-03-07,2024-03-07 21:09:45,323.89,20.0,12.4,40.16,20,1,0
3220,77,1,3,Rejected,2024-06-03,2024-06-03 19:04:56,337.36,45.0,22.99,77.56,0,1,0
3221,476,1,9,Delivered,2024-10-08,2024-10-08 22:23:03,572.73,42.0,21.62,123.82,0,0,
3222,105,2,12,Delivered,2024-12-09,2024-12-09 11:45:58,611.5,27.0,16.3,99.67,30,0,
3223,300,5,30,Delivered,2025-01-10,2025-01-10 15:28:38,496.32,20.0,0.0,0.0,5,0,
3224,252,1,21,Delivered,2024-12-22,2024-12-22 19:36:27,412.92,20.0,24.88,102.73,0,1,0
3225,138,1,2,Delivered,2025-10-20,2025-10-20 14:51:40,463.93,28.0,20.95,97.19,0,1,0
3226,368,5,1,Refunded,2024-03-15,2024-03-15 18:21:15,281.42,30.0,0.0,0.0,0,1,0
3227,476,1,9,Delivered,2024-04-11,2024-04-11 19:06:32,309.43,42.0,23.56,72.9,0,1,0
3228,117,2,14,Delivered,2024-08-03,2024-08-03 23:02:49,505.87,25.0,17.73,89.69,0,1,0
3229,476,3,9,Delivered,2024-09-17,2024-09-17 21:34:09,262.73,42.0,19.28,50.65,0,0,
3230,4,1,13,Delivered,2024-10-20,2024-10-20 13:55:42,666.44,25.0,24.58,163.81,50,1,0
3231,486,1,25,Cancelled,2024-04-07,2024-04-07 18:05:40,279.78,20.0,22.15,61.97,0,0,
3232,221,2,19,Delivered,2025-07-30,2025-07-30 21:57:27,629.72,20.0,15.07,94.9,0,0,
3233,330,2,13,Delivered,2024-10-14,2024-10-14 23:51:58,573.49,25.0,17.2,98.64,50,0,
3234,17,1,6,Delivered,2024-04-02,2024-04-02 03:50:24,198.08,30.0,22.0,43.58,0,0,
3235,372,3,13,Cancelled,2024-11-04,2024-11-04 23:00:23,359.12,25.0,18.19,65.32,0,1,0
3236,352,3,5,Delivered,2025-07-09,2025-07-09 15:29:04,424.1,22.0,15.08,63.95,0,1,0
3237,194,5,16,Delivered,2025-01-30,2025-01-30 20:00:10,269.47,20.0,0.0,0.0,20,0,
3238,356,3,1,Delivered,2025-02-25,2025-02-25 21:56:23,240.18,30.0,15.31,36.77,0,1,0
3239,232,5,27,Cancelled,2024-03-15,2024-03-15 18:01:53,312.66,20.0,0.0,0.0,0,1,0
3240,319,1,6,Delivered,2025-10-14,2025-10-14 13:16:06,493.08,30.0,24.18,119.23,0,1,1
3241,120,4,12,Delivered,2025-12-04,2025-12-04 21:06:58,541.51,27.0,12.94,70.07,0,1,0
3242,374,5,11,Pending,2025-04-05,2025-04-05 20:07:18,153.92,28.0,0.0,0.0,0,1,0
3243,64,4,11,Delivered,2024-06-10,2024-06-10 12:29:53,533.39,28.0,13.89,74.09,30,0,
3244,17,2,6,Delivered,2024-04-26,2024-04-26 01:44:57,593.01,30.0,17.74,105.2,50,1,0
3245,223,5,9,Delivered,2024-12-20,2024-12-20 14:29:52,317.12,42.0,0.0,0.0,0,0,
3246,426,1,1,Delivered,2025-07-04,2025-07-04 20:16:51,340.72,30.0,20.13,68.59,0,1,0
3247,162,2,8,Delivered,2025-05-13,2025-05-13 22:07:02,835.23,40.0,16.89,141.07,0,0,
3248,395,1,6,Delivered,2024-11-27,2024-11-27 22:19:05,565.77,30.0,22.17,125.43,50,1,0
3249,426,5,1,Refunded,2025-08-15,2025-08-15 23:02:17,366.54,30.0,0.0,0.0,0,1,0
3250,283,5,10,Delivered,2024-08-01,2024-08-01 21:47:42,490.49,32.0,0.0,0.0,10,0,
3251,115,1,1,Delivered,2024-08-29,2024-08-29 19:48:08,214.37,30.0,21.11,45.25,20,1,0
3252,281,2,4,Delivered,2025-12-22,2025-12-22 21:27:20,690.23,35.0,16.57,114.37,50,0,
3253,96,1,7,Delivered,2024-04-08,2024-04-08 03:53:39,229.92,25.0,23.96,55.09,10,0,
3254,284,2,5,Delivered,2024-12-30,2024-12-30 19:37:24,377.42,22.0,16.08,60.69,10,1,0
3255,269,1,9,Pending,2025-08-08,2025-08-08 21:42:39,604.39,42.0,22.34,135.02,50,1,0
3256,161,2,10,Delivered,2025-11-25,2025-11-25 21:55:34,709.45,32.0,16.7,118.48,0,0,
3257,220,2,18,Delivered,2024-05-02,2024-05-02 13:24:18,381.42,20.0,15.74,60.04,10,1,0
3258,485,2,12,Delivered,2025-09-29,2025-09-29 21:55:57,160.29,27.0,15.94,25.55,50,0,
3259,89,3,5,Refunded,2024-04-05,2024-04-05 02:25:53,425.35,22.0,18.56,78.94,50,1,0
